Tensao,Corrente
11.62,1161.23
11.64,1130.91
11.62,1166.04
11.64,1159.17
11.67,1124.68
11.67,1128.30
11.67,1129.09
11.67,1143.69
11.67,1173.03
11.67,1176.78
11.67,1138.48
11.67,1137.41
11.67,1138.58
11.64,1144.53
11.67,1157.05
11.64,1122.23
11.67,1118.68
11.67,1143.28
11.67,1175.93
11.67,1167.09
11.67,1178.03
11.67,1148.38
11.67,1151.63
11.67,1141.45
11.64,1140.91
11.67,1169.00
11.64,1137.54
11.64,1177.04
11.67,1155.55
11.64,1144.09
11.64,1129.09
11.64,1149.40
11.64,1132.15
11.62,1163.85
11.64,1167.71
11.64,1164.90
11.67,1159.00
11.64,1139.13
11.64,1140.69
11.64,1144.06
11.64,1136.90
11.64,1163.25
11.64,1167.96
11.67,1139.07
11.64,1132.78
11.64,1132.62
11.64,1111.72
11.64,1166.18
11.62,1142.44
11.64,1135.01
11.64,1137.29
11.64,1134.98
11.62,1133.60
11.64,1161.50
11.64,1163.41
11.64,1147.03
11.64,1167.58
11.64,1154.91
11.62,1163.24
11.62,1142.67
11.64,1154.06
11.62,1133.62
11.64,1120.18
11.64,1154.81
11.64,1153.29
11.64,1147.92
11.64,1155.18
11.64,1122.34
11.64,1137.69
11.62,1259.27
11.62,1229.27
11.57,1496.88
11.64,1170.18
11.64,1230.51
11.54,1212.35
11.62,1331.31
11.54,1278.14
11.64,1220.25
11.62,1304.35
11.64,1346.94
11.64,1150.38
11.64,1148.16
11.64,1173.31
11.62,1189.65
11.62,1180.13
11.64,1145.83
11.62,1154.41
11.64,1176.37
11.64,1182.72
11.62,1189.22
11.64,1171.69
11.64,1168.48
11.52,1378.37
11.67,1405.98
11.62,1329.67
11.62,1321.13
11.64,1334.90
11.62,1617.70
11.64,1472.14
11.59,1258.03
11.62,1292.09
11.54,1362.14
11.62,1300.12
11.52,1376.67
11.62,1352.95
11.62,1402.87
11.62,1209.26
11.64,1141.34
11.62,1166.83
11.62,1183.20
11.64,1188.52
11.64,1202.85
11.64,1161.86
11.64,1175.41
11.62,1168.56
11.62,1201.61
11.62,1261.54
11.64,1283.75
11.62,1273.91
11.62,1295.44
11.62,1269.00
11.59,1207.71
11.62,1265.01
11.64,1233.68
11.64,1233.19
11.62,1236.86
11.59,1259.18
11.59,1274.65
11.59,1283.41
11.62,1188.63
11.62,1365.54
11.62,1269.96
11.62,1224.14
11.62,1349.54
11.62,1404.52
11.59,1306.67
11.62,1243.64
11.54,1340.36
11.64,1271.78
11.57,1258.25
11.62,1266.02
11.49,1557.62
11.62,1247.95
11.64,1204.88
11.64,1223.48
11.62,1210.67
11.57,1378.71
11.59,1359.83
11.49,1424.76
11.62,1264.40
11.59,1217.92
11.62,1235.62
11.62,1282.30
11.62,1244.08
11.59,1160.76
11.62,1187.64
11.64,1181.27
11.54,1285.41
11.59,1372.48
11.59,1408.30
11.59,1313.58
11.59,1360.27
11.62,1194.44
11.62,1217.50
11.52,1296.75
11.59,1288.78
11.57,1280.58
11.59,1180.52
11.62,1174.14
11.62,1210.13
11.62,1315.35
11.59,1234.52
11.62,1392.34
11.49,1367.59
11.62,1323.04
11.59,1391.03
11.59,1186.39
11.62,1376.56
11.59,1318.45
11.62,1348.25
11.59,1317.85
11.62,1191.87
11.57,1207.36
11.62,1263.96
11.49,1295.97
11.59,1389.65
11.47,1410.51
11.59,1340.89
11.62,1244.46
11.57,1219.14
11.62,1242.47
11.59,1199.75
11.62,1252.40
11.62,1202.47
11.62,1306.67
11.62,1306.48
11.54,1345.72
11.59,1488.92
11.59,1395.83
11.59,1186.75
11.62,1355.61
11.57,1331.25
11.62,1179.33
11.62,1177.05
11.62,1228.98
11.54,1315.99
11.59,1450.77
11.54,1241.58
11.62,1260.21
11.62,1375.38
11.62,1374.23
11.62,1289.06
11.62,1265.83
11.62,1457.97
11.62,1726.92
11.62,1546.68
11.57,1230.62
11.62,1229.85
11.54,1332.24
11.62,1310.86
11.62,1192.93
11.62,1315.21
11.47,1556.25
11.62,1231.73
11.64,1209.37
11.62,1215.47
11.62,1257.24
11.62,1196.32
11.62,1262.60
11.62,1237.41
11.62,1260.75
11.62,1194.15
11.62,1213.78
11.54,1401.98
11.62,1369.58
11.59,1331.30
11.59,1368.15
11.59,1269.44
11.59,1187.88
11.59,1203.49
11.57,1302.54
11.59,1358.69
11.52,1519.23
11.59,1439.82
11.59,1208.02
11.59,1185.39
11.59,1326.16
11.47,1379.93
11.59,1335.90
11.57,1309.41
11.59,1644.04
11.59,1275.09
11.59,1197.49
11.59,1177.46
11.57,1338.81
11.59,1554.03
11.54,1409.59
11.62,1196.83
11.54,1414.96
11.62,1428.85
11.62,1350.09
11.52,1595.44
11.59,1341.76
11.57,1378.37
11.62,1236.36
11.62,1198.13
11.62,1302.31
11.54,1291.40
11.59,1225.89
11.59,1405.36
11.62,1276.58
11.62,1492.61
11.57,1414.66
11.62,1255.13
11.57,1358.54
11.49,1250.04
11.62,1331.00
11.52,1331.07
11.62,1264.64
11.47,1550.51
11.59,1362.65
11.54,1482.79
11.59,1313.03
11.59,1194.69
11.59,1285.06
11.54,1475.89
11.57,1310.25
11.59,1414.04
11.49,1346.86
11.59,1337.00
11.52,1338.42
11.59,1578.15
11.52,1382.06
11.59,1419.56
11.54,1600.10
11.52,1301.53
11.59,1456.89
11.49,1441.69
11.59,1366.37
11.47,1358.79
11.57,1356.52
11.59,1306.53
11.57,1361.44
11.57,1339.83
11.59,1262.40
11.57,1374.20
11.59,1202.96
11.59,1193.75
11.57,1475.35
11.59,1265.27
11.59,1363.17
11.57,1407.99
11.59,1471.23
11.47,1523.10
11.54,1329.57
11.59,1399.00
11.52,1280.04
11.57,1294.79
11.57,1255.10
11.59,1232.56
11.59,1286.67
11.59,1303.69
11.59,1365.24
11.59,1514.41
11.57,1359.42
11.57,1500.56
11.59,1608.46
11.49,1610.39
11.57,1499.09
11.39,1594.50
11.57,1335.11
11.59,1225.23
11.59,1186.83
11.59,1189.23
11.59,1197.68
11.59,1198.76
11.59,1202.17
11.59,1212.31
11.54,1161.63
11.59,1263.07
11.49,1502.47
11.57,1554.78
11.57,1441.93
11.44,1985.80
11.49,1875.28
11.52,1333.97
11.59,1218.42
11.57,1346.47
11.59,1446.08
11.59,1475.99
11.57,1255.38
11.49,1761.34
11.47,1549.51
11.57,1350.24
11.44,1459.66
11.57,1513.44
11.57,1372.80
11.54,1718.92
11.59,1408.70
11.57,1373.43
11.54,1362.62
11.57,1298.49
11.57,1262.60
11.52,1358.48
11.59,1236.90
11.52,1319.48
11.57,1238.60
11.57,1210.21
11.59,1200.64
11.57,1340.34
11.57,1283.73
11.54,1297.83
11.59,1248.97
11.59,1207.33
11.49,1413.76
11.59,1268.04
11.54,1230.69
11.57,1271.95
11.59,1181.68
11.44,1458.44
11.57,1278.34
11.57,1336.99
11.57,1416.25
11.57,1446.58
11.59,1223.16
11.59,1201.39
11.59,1416.15
11.54,1261.89
11.49,1260.77
11.59,1366.99
11.57,1268.68
11.57,1301.80
11.57,1332.33
11.59,1229.42
11.57,1202.18
11.59,1206.62
11.57,1307.77
11.54,1305.03
11.57,1320.52
11.44,1381.18
11.54,1355.92
11.52,1379.54
11.57,1293.66
11.57,1348.04
11.54,1354.08
11.57,1303.52
11.57,1295.02
11.57,1296.08
11.57,1284.86
11.57,1307.16
11.57,1317.02
11.57,1292.46
11.57,1293.12
11.57,1402.17
11.54,1272.71
11.54,1297.74
11.57,1298.59
11.57,1265.81
11.54,1283.60
11.57,1277.55
11.57,1314.35
11.57,1530.83
11.57,1387.37
11.57,1443.70
11.54,1357.71
11.54,1398.45
11.49,1361.97
11.54,1304.22
11.57,1298.17
11.57,1280.80
11.57,1274.17
11.54,1277.69
11.57,1275.71
11.57,1300.05
11.57,1290.46
11.57,1329.36
11.54,1305.33
11.49,1464.51
11.54,1356.74
11.57,1332.90
11.57,1326.52
11.57,1329.46
11.54,1300.78
11.57,1313.16
11.57,1308.07
11.57,1308.44
11.54,1305.23
11.57,1285.17
11.57,1280.20
11.54,1274.19
11.57,1432.61
11.54,1347.37
11.54,1280.19
11.54,1273.61
11.57,1304.45
11.57,1263.80
11.57,1308.93
11.54,1277.79
11.57,1296.88
11.54,1308.65
11.54,1280.34
11.54,1277.88
11.54,1292.67
11.57,1301.07
11.57,1303.45
11.47,1370.47
11.54,1347.43
11.44,1417.12
11.54,1484.02
11.54,1299.88
11.57,1311.43
11.57,1297.43
11.54,1290.78
11.54,1276.49
11.52,1340.78
11.54,1374.77
11.49,1462.58
11.57,1341.84
11.54,1276.77
11.57,1281.56
11.54,1361.69
11.57,1397.78
11.57,1340.32
11.49,1449.02
11.54,1284.13
11.57,1280.61
11.54,1300.60
11.57,1315.47
11.54,1266.16
11.54,1275.07
11.54,1285.84
11.54,1279.72
11.54,1320.63
11.57,1312.36
11.57,1314.55
11.54,1307.89
11.57,1283.06
11.54,1502.97
11.57,1518.70
11.47,1361.11
11.57,1508.90
11.54,1309.44
11.54,1316.52
11.54,1295.31
11.52,1287.46
11.54,1304.73
11.57,1300.90
11.54,1313.56
11.57,1314.80
11.54,1280.16
11.54,1305.86
11.54,1299.59
11.54,1293.03
11.54,1313.49
11.54,1285.83
11.57,1283.00
11.54,1298.30
11.54,1302.20
11.57,1312.06
11.57,1294.80
11.54,1284.81
11.54,1281.14
11.54,1294.26
11.54,1315.52
11.54,1297.03
11.54,1307.54
11.54,1292.71
11.54,1277.90
11.54,1297.64
11.54,1359.26
11.54,1416.46
11.54,1378.94
11.49,1540.30
11.52,1488.24
11.54,1482.74
11.54,1425.15
11.52,1383.83
11.52,1369.39
11.52,1434.19
11.54,1410.15
11.52,1410.27
11.49,1417.60
11.52,1416.29
11.52,1416.32
11.54,1424.59
11.52,1495.75
11.52,1423.06
11.52,1392.48
11.47,1626.89
11.52,1618.42
11.52,1405.46
11.52,1760.14
11.52,1578.90
11.52,1474.50
11.52,1457.49
11.52,1418.63
11.52,1450.73
11.47,1531.94
11.52,1400.75
11.52,1392.33
11.52,1435.01
11.52,1429.51
11.52,1416.52
11.52,1405.41
11.52,1382.17
11.52,1396.10
11.52,1392.44
11.52,1408.17
11.52,1373.57
11.49,1373.42
11.54,1394.49
11.52,1404.09
11.52,1430.04
11.52,1472.40
11.52,1384.04
11.52,1394.23
11.52,1402.06
11.52,1406.20
11.52,1391.08
11.52,1453.29
11.54,1415.00
11.52,1368.56
11.52,1415.33
11.54,1402.99
11.52,1413.82
11.52,1407.11
11.52,1402.56
11.49,1391.21
11.52,1435.53
11.52,1412.06
11.52,1418.57
11.52,1395.91
11.52,1393.79
11.52,1416.70
11.52,1397.62
11.52,1425.41
11.54,1408.34
11.52,1400.81
11.52,1389.10
11.62,1167.93
11.67,577.79
11.64,672.11
11.64,848.70
11.59,1096.88
11.54,1160.63
11.57,1141.98
11.57,1143.42
11.57,1128.85
11.57,1268.33
11.57,1276.71
11.54,1263.63
11.54,1180.18
11.57,1204.50
11.54,1273.82
11.54,1281.66
11.54,1266.53
11.54,1203.37
11.54,1230.09
11.57,1250.37
11.54,1229.88
11.54,1263.10
11.54,1250.06
11.57,1221.88
11.57,1238.90
11.52,1293.59
11.54,1350.81
11.49,1307.92
11.52,1355.11
11.52,1348.62
11.54,1271.23
11.52,1361.00
11.54,1323.51
11.54,1281.78
11.52,1363.11
11.54,1315.78
11.54,1286.56
11.54,1549.56
11.52,1478.49
11.54,1274.20
11.52,1518.21
11.54,1437.09
11.54,1505.02
11.52,1385.57
11.54,1333.97
11.52,1297.78
11.52,1425.07
11.52,1318.49
11.54,1507.81
11.52,1615.76
11.52,1601.88
11.52,1478.33
11.52,1520.73
11.52,1570.91
11.42,1550.12
11.52,1377.79
11.47,1448.77
11.52,1589.49
11.52,1361.09
11.54,1510.93
11.52,1533.85
11.54,1284.71
11.52,1495.01
11.49,1367.60
11.54,1279.20
11.44,1267.00
11.52,1308.71
11.47,1384.55
11.52,1275.54
11.52,1529.63
11.52,1310.58
11.54,1271.77
11.54,1295.23
11.54,1262.77
11.54,1286.18
11.52,1417.55
11.54,1506.94
11.49,1405.46
11.52,1506.40
11.49,1359.23
11.54,1304.46
11.52,1334.24
11.52,1471.90
11.52,1320.60
11.54,1288.19
11.52,1410.22
11.52,1602.55
11.54,1361.96
11.42,1469.20
11.52,1674.45
11.47,1428.00
11.52,1460.82
11.52,1573.04
11.52,1357.00
11.52,1283.08
11.52,1287.15
11.52,1374.28
11.49,1430.53
11.52,1586.85
11.52,1483.14
11.52,1290.42
11.52,1305.38
11.54,1310.03
11.52,1268.71
11.52,1277.60
11.54,1299.89
11.52,1273.76
11.52,1304.23
11.54,1293.55
11.52,1274.09
11.52,1282.33
11.54,1308.95
11.54,1314.77
11.54,1257.42
11.52,1348.22
11.52,1337.55
11.47,1343.72
11.52,1282.04
11.54,1281.29
11.52,1271.06
11.54,1335.83
11.52,1310.32
11.49,1536.80
11.52,1326.42
11.52,1386.24
11.52,1338.54
11.52,1296.04
11.54,1271.10
11.52,1267.44
11.54,1288.72
11.54,1319.46
11.52,1308.87
11.52,1290.12
11.52,1273.47
11.52,1264.17
11.52,1459.32
11.47,1402.49
11.52,1314.14
11.54,1274.39
11.52,1307.68
11.52,1287.36
11.52,1267.43
11.52,1289.46
11.54,1291.35
11.52,1298.69
11.54,1263.37
11.52,1303.12
11.52,1298.68
11.54,1259.27
11.52,1508.46
11.47,1459.80
11.52,1327.92
11.52,1269.78
11.52,1295.70
11.52,1263.45
11.52,1284.96
11.52,1300.02
11.52,1296.20
11.52,1262.64
11.52,1262.17
11.52,1292.52
11.52,1285.58
11.54,1270.51
11.52,1260.62
11.52,1289.84
11.47,1516.79
11.49,1414.51
11.52,1293.97
11.54,1254.35
11.52,1277.42
11.52,1303.18
11.52,1297.62
11.52,1272.17
11.52,1256.71
11.54,1287.26
11.52,1289.67
11.52,1245.90
11.52,1260.69
11.52,1295.12
11.52,1282.50
11.54,1276.33
11.52,1279.91
11.52,1282.79
11.52,1293.67
11.52,1277.80
11.52,1292.23
11.52,1269.58
11.52,1259.96
11.52,1544.41
11.52,1369.49
11.47,1396.06
11.52,1416.05
11.44,1408.49
11.52,1557.62
11.52,1292.57
11.49,1368.44
11.49,1301.89
11.52,1285.74
11.49,1311.42
11.52,1302.74
11.52,1300.47
11.52,1264.79
11.52,1412.26
11.52,1355.25
11.52,1331.36
11.37,1367.62
11.52,1321.60
11.52,1299.44
11.52,1513.94
11.49,1507.60
11.52,1443.31
11.47,1453.16
11.52,1481.30
11.52,1262.16
11.54,1297.45
11.52,1263.56
11.54,1268.21
11.54,1283.04
11.54,1277.08
11.54,1267.70
11.54,1286.38
11.54,1294.84
11.54,1310.07
11.54,1282.72
11.54,1290.58
11.54,1276.84
11.54,1263.97
11.52,1308.31
11.44,1342.58
11.54,1281.36
11.57,1319.94
11.54,1268.52
11.54,1269.30
11.52,1296.20
11.54,1269.23
11.52,1298.77
11.49,1285.19
11.52,1316.92
11.52,1316.84
11.52,1262.23
11.49,1303.70
11.54,1267.59
11.52,1272.15
11.52,1289.41
11.49,1272.69
11.52,1261.09
11.52,1289.66
11.54,1290.10
11.52,1300.72
11.52,1273.33
11.52,1289.68
11.52,1279.62
11.52,1317.75
11.49,1292.61
11.49,1288.13
11.54,1270.39
11.49,1331.55
11.49,1316.19
11.49,1273.38
11.49,1272.46
11.52,1278.23
11.52,1282.91
11.52,1293.80
11.52,1299.06
11.52,1297.37
11.52,1264.87
11.52,1334.56
11.49,1350.82
11.54,1272.95
11.52,1279.63
11.52,1283.50
11.52,1283.84
11.49,1295.45
11.52,1258.98
11.49,1270.03
11.52,1266.17
11.52,1291.84
11.52,1349.48
11.49,1303.84
11.49,1351.08
11.52,1273.47
11.54,1330.96
11.52,1315.56
11.49,1303.82
11.52,1263.20
11.49,1282.99
11.52,1265.70
11.49,1274.13
11.52,1300.90
11.52,1306.97
11.52,1275.60
11.52,1290.02
11.49,1312.34
11.49,1255.76
11.49,1418.45
11.47,1452.94
11.52,1532.57
11.42,1340.17
11.49,1424.90
11.39,1501.75
11.49,1638.61
11.47,1488.59
11.47,1429.84
11.49,1306.63
11.52,1291.72
11.49,1415.92
11.49,1375.91
11.49,1492.41
11.47,1505.51
11.47,1491.58
11.47,1441.10
11.49,1508.88
11.47,1557.04
11.47,1449.51
11.49,1582.55
11.42,1464.31
11.49,1372.95
11.47,1371.51
11.49,1488.25
11.47,1523.15
11.49,1494.51
11.47,1380.16
11.49,1380.06
11.49,1592.97
11.44,1505.59
11.47,1517.73
11.39,1510.39
11.47,1690.78
11.37,2016.31
11.37,1527.46
11.49,1459.28
11.39,1683.82
11.47,1484.36
11.47,1384.31
11.49,1719.41
11.47,1920.33
11.47,1410.52
11.47,1816.40
11.37,2017.72
11.47,1535.57
11.42,1558.21
11.44,1506.53
11.42,1713.98
11.47,1928.35
11.47,1498.42
11.47,1396.37
11.47,1367.34
11.49,1422.02
11.47,1426.51
11.47,1412.18
11.49,1404.00
11.49,1387.84
11.37,1478.84
11.49,1833.90
11.49,1511.55
11.49,1548.95
11.49,1515.61
11.52,1387.30
11.49,1615.03
11.47,1836.20
11.52,1538.83
11.49,1426.96
11.49,1522.61
11.35,1808.62
11.49,1448.19
11.47,1541.34
11.39,2002.59
11.49,1510.26
11.42,1486.58
11.49,1729.28
11.47,1486.38
11.49,1406.71
11.49,1390.81
11.49,1418.78
11.49,1395.21
11.39,1474.63
11.47,1690.62
11.47,1489.84
11.47,1458.83
11.47,1629.91
11.47,1541.83
11.47,1820.65
11.47,1626.99
11.47,1415.72
11.47,1428.34
11.47,1367.67
11.47,1387.12
11.47,1415.39
11.44,1454.21
11.47,1459.02
11.44,1454.70
11.44,1489.65
11.47,1461.45
11.47,1387.73
11.47,1502.56
11.37,1723.66
11.47,1499.56
11.47,1548.14
11.47,1587.42
11.47,1455.91
11.47,1567.60
11.47,1746.62
11.47,1564.98
11.47,1397.81
11.44,1614.33
11.44,1803.58
11.47,1431.07
11.39,1452.83
11.47,1517.71
11.37,1650.90
11.37,1903.92
11.32,2055.87
11.47,1634.80
11.44,1503.54
11.49,1438.06
11.47,1413.80
11.42,1805.61
11.39,1839.99
11.44,1459.99
11.47,1404.69
11.47,1561.15
11.47,1425.71
11.39,1793.79
11.49,1522.57
11.49,1443.76
11.47,1521.54
11.49,1914.60
11.44,1471.89
11.47,1456.57
11.35,1892.37
11.49,1464.72
11.49,1675.38
11.47,1587.92
11.47,1741.00
11.44,1717.97
11.47,1496.50
11.44,1483.46
11.47,1437.69
11.49,1418.30
11.47,1457.76
11.44,1474.81
11.44,1439.83
11.44,1405.80
11.44,1460.08
11.44,1406.82
11.47,1574.52
11.47,1653.96
11.39,1539.81
11.47,1570.97
11.44,1384.20
11.47,1437.29
11.44,1397.51
11.47,1472.25
11.44,1425.42
11.47,1406.48
11.47,1474.98
11.37,1577.88
11.44,1620.77
11.37,1601.19
11.44,1759.57
11.44,1527.64
11.47,1514.22
11.44,1449.31
11.47,1421.15
11.49,1392.07
11.44,1409.96
11.44,1498.66
11.44,1393.73
11.44,1499.59
11.32,1681.90
11.44,1657.49
11.47,1699.16
11.47,1403.55
11.47,1400.12
11.47,1496.07
11.39,1413.26
11.44,1524.80
11.37,1572.47
11.47,1380.21
11.44,1407.15
11.44,1399.17
11.47,1408.58
11.44,1374.46
11.47,1384.43
11.47,1394.28
11.44,1413.13
11.32,1389.15
11.49,1506.29
11.44,1398.53
11.44,1530.23
11.44,1634.14
11.47,1441.17
11.47,1436.43
11.42,1532.57
11.44,1457.43
11.37,1571.37
11.47,1462.70
11.39,1497.74
11.44,1551.38
11.44,1381.18
11.47,1494.81
11.44,1613.50
11.44,1410.26
11.47,1389.30
11.47,1378.20
11.44,1458.83
11.42,1604.94
11.47,1423.27
11.37,1544.83
11.44,1489.57
11.44,1398.92
11.44,1393.47
11.47,1360.45
11.42,1458.50
11.44,1550.51
11.44,1405.67
11.47,1369.90
11.44,1703.04
11.44,1429.72
11.44,1383.52
11.44,1588.30
11.44,1590.42
11.44,1383.02
11.47,1386.04
11.44,1403.00
11.47,1454.72
11.44,1367.51
11.47,1379.42
11.47,1504.99
11.47,1433.05
11.44,1469.66
11.47,1413.80
11.47,1381.73
11.44,1382.36
11.44,1389.06
11.44,1489.91
11.44,1499.09
11.44,1370.82
11.47,1414.96
11.47,1397.03
11.47,1412.81
11.47,1396.54
11.39,1584.11
11.44,1557.46
11.47,1440.01
11.44,1381.37
11.44,1392.43
11.47,1364.17
11.47,1405.21
11.42,1520.08
11.44,1562.96
11.37,1581.63
11.44,1585.83
11.44,1430.54
11.39,1540.18
11.47,1535.40
11.32,1622.70
11.44,1591.59
11.42,1485.69
11.44,1462.08
11.44,1510.40
11.44,1415.27
11.44,1457.79
11.47,1442.20
11.44,1420.51
11.44,1395.46
11.44,1437.91
11.47,1429.39
11.44,1390.03
11.44,1395.69
11.47,1415.21
11.44,1516.59
11.42,1537.79
11.44,1512.48
11.44,1387.02
11.44,1393.57
11.44,1388.04
11.47,1379.09
11.44,1407.11
11.47,1660.53
11.44,1590.48
11.44,1528.17
11.44,1560.06
11.42,1526.03
11.44,1596.41
11.37,1694.64
11.44,1773.51
11.35,1926.53
11.37,1638.03
11.44,1567.49
11.44,1415.74
11.44,1396.00
11.44,1400.70
11.47,1461.67
11.44,1410.92
11.47,1440.49
11.47,1479.20
11.47,1376.81
11.44,1532.10
11.47,1508.02
11.44,1462.42
11.44,1425.09
11.49,1470.11
11.44,1571.70
11.30,1658.32
11.37,1982.55
11.35,1845.59
11.44,1701.90
11.44,1697.76
11.44,1592.44
11.35,1951.55
11.37,1529.03
11.44,1472.19
11.44,1421.85
11.44,1404.46
11.44,1466.58
11.44,1435.25
11.42,1408.57
11.44,1450.62
11.42,1687.09
11.30,1794.98
11.44,1559.72
11.44,1524.18
11.42,1540.42
11.44,1668.22
11.37,1834.57
11.42,1737.69
11.39,1571.41
11.42,1669.54
11.39,1642.07
11.32,2061.51
11.37,1955.24
11.44,1588.40
11.42,1612.09
11.44,1567.84
11.32,2036.00
11.39,1716.91
11.42,1681.01
11.44,1446.65
11.44,1396.67
11.39,1438.76
11.42,1512.55
11.37,1816.58
11.35,2140.30
11.37,1949.02
11.39,1540.77
11.44,1540.23
11.30,1624.25
11.39,2204.81
11.42,1529.59
11.42,1434.80
11.42,1396.96
11.42,1467.42
11.44,1605.73
11.42,1518.24
11.42,1600.53
11.42,1618.97
11.47,1407.60
11.42,1391.36
11.35,1485.14
11.42,1505.91
11.39,1496.91
11.42,1724.23
11.32,1719.38
11.44,1453.70
11.44,1475.44
11.44,1415.50
11.42,1496.31
11.37,1516.38
11.44,1472.21
11.35,1611.68
11.42,1471.90
11.42,1590.94
11.42,1475.46
11.42,1387.33
11.44,1445.79
11.44,1582.58
11.42,1600.19
11.39,1857.45
11.42,1557.48
11.42,1553.14
11.42,1390.64
11.42,1528.92
11.42,1599.91
11.42,1478.85
11.42,1572.60
11.37,1573.63
11.42,1636.53
11.39,1437.69
11.44,1581.68
11.39,1432.17
11.44,1399.30
11.44,1454.67
11.42,1515.84
11.42,1459.51
11.42,1447.14
11.44,1608.75
11.44,1529.56
11.39,1599.32
11.42,1532.24
11.44,1382.93
11.42,1365.38
11.44,1405.13
11.35,1458.23
11.44,1538.30
11.42,1547.79
11.42,1448.00
11.42,1571.90
11.44,1508.33
11.42,1514.49
11.35,1514.33
11.42,1460.42
11.44,1518.72
11.42,1371.79
11.42,1560.96
11.44,1642.28
11.44,1441.19
11.42,1700.01
11.42,1608.63
11.39,1639.13
11.44,1400.27
11.32,1919.88
11.42,1555.28
11.35,1584.73
11.42,1441.68
11.44,1364.12
11.39,1495.63
11.42,1516.71
11.27,1960.16
11.42,1527.75
11.42,1638.17
11.39,1464.61
11.44,1370.37
11.44,1327.41
11.44,1396.30
11.42,1441.54
11.42,1562.59
11.42,1663.13
11.39,1458.17
11.44,1546.74
11.35,1467.88
11.42,1410.97
11.42,1385.16
11.42,1446.33
11.42,1358.57
11.44,1344.25
11.42,1399.53
11.44,1374.13
11.44,1545.64
11.39,1513.13
11.42,1541.62
11.37,1444.75
11.44,1501.13
11.44,1381.52
11.44,1384.00
11.42,1423.90
11.37,1395.12
11.42,1470.43
11.37,1501.74
11.42,1505.41
11.42,1395.47
11.42,1512.49
11.39,1564.21
11.44,1450.40
11.42,1362.47
11.44,1340.47
11.44,1364.31
11.44,1401.90
11.44,1430.56
11.42,1450.60
11.42,1435.59
11.42,1486.09
11.39,1475.57
11.44,1535.23
11.35,1461.60
11.42,1542.99
11.32,1721.41
11.42,1832.22
11.39,1528.64
11.39,1525.44
11.42,1448.41
11.44,1355.74
11.42,1392.88
11.44,1384.75
11.44,1342.39
11.44,1319.10
11.44,1374.44
11.44,1331.25
11.42,1332.84
11.42,1374.68
11.42,1423.40
11.44,1382.47
11.42,1335.62
11.44,1341.62
11.42,1415.76
11.42,1312.15
11.44,1364.74
11.42,1316.06
11.42,1346.43
11.44,1361.12
11.44,1323.24
11.42,1355.11
11.44,1248.18
11.42,1299.09
11.44,1276.97
11.44,1279.00
11.44,1299.39
11.42,1306.32
11.42,1294.56
11.44,1393.10
11.44,1348.35
11.44,1311.16
11.44,1257.61
11.44,1295.20
11.42,1284.53
11.44,1223.51
11.47,1283.44
11.44,1354.46
11.44,1275.69
11.44,1289.46
11.44,1240.27
11.44,1274.03
11.44,1220.19
11.42,1278.42
11.42,1354.86
11.44,1498.82
11.39,1508.52
11.44,1439.24
11.37,1472.29
11.44,1589.14
11.44,1435.83
11.44,1280.34
11.44,1240.68
11.42,1337.27
11.44,1323.28
11.42,1232.94
11.44,1288.15
11.44,1246.98
11.44,1277.27
11.44,1233.41
11.44,1287.27
11.44,1235.39
11.47,1245.40
11.42,1414.15
11.42,1517.20
11.42,1434.33
11.44,1307.84
11.44,1244.21
11.44,1270.35
11.44,1280.66
11.42,1327.81
11.47,1264.43
11.44,1307.79
11.44,1282.88
11.44,1235.76
11.42,1279.25
11.44,1440.40
11.44,1284.41
11.44,1237.06
11.44,1272.55
11.44,1286.85
11.44,1242.06
11.42,1277.47
11.44,1264.64
11.44,1267.29
11.44,1279.16
11.44,1275.21
11.44,1250.63
11.44,1251.92
11.42,1267.74
11.44,1277.18
11.44,1247.15
11.44,1274.45
11.44,1278.91
11.44,1270.48
11.44,1259.20
11.44,1236.95
11.44,1281.19
11.44,1279.96
11.44,1269.25
11.44,1237.19
11.44,1280.26
11.42,1356.36
11.44,1300.39
11.44,1248.91
11.44,1239.82
11.44,1280.42
11.42,1340.25
11.44,1280.78
11.44,1269.94
11.44,1251.85
11.44,1243.59
11.44,1284.84
11.44,1243.90
11.42,1375.16
11.42,1326.69
11.44,1314.64
11.44,1333.07
11.44,1291.57
11.44,1309.65
11.44,1267.25
11.44,1274.93
11.39,1262.88
11.44,1252.88
11.47,1272.11
11.44,1252.48
11.44,1253.18
11.44,1299.86
11.44,1356.85
11.42,1348.61
11.42,1379.56
11.37,1363.73
11.42,1320.89
11.44,1326.97
11.44,1255.01
11.42,1347.96
11.44,1297.59
11.44,1259.64
11.42,1285.53
11.44,1270.88
11.44,1385.38
11.44,1365.66
11.42,1424.16
11.39,1364.39
11.42,1274.47
11.35,1352.75
11.42,1282.47
11.42,1271.17
11.44,1322.38
11.44,1255.25
11.44,1280.74
11.44,1264.02
11.44,1324.91
11.42,1365.68
11.44,1313.56
11.44,1253.98
11.44,1291.27
11.44,1248.14
11.42,1531.18
11.42,1478.03
11.44,1395.03
11.39,1382.61
11.44,1399.30
11.44,1274.53
11.44,1225.45
11.44,1270.45
11.44,1274.71
11.42,1283.24
11.44,1257.78
11.44,1292.82
11.42,1257.34
11.42,1257.26
11.44,1263.27
11.44,1272.10
11.42,1290.37
