Tensao,Corrente
11.25,1759.73
11.27,1785.47
11.15,1877.37
11.25,1692.85
11.25,1658.75
11.27,1630.56
11.27,1689.38
11.25,1662.47
11.25,1746.39
11.22,1803.88
11.25,1765.89
11.20,1835.15
11.22,1754.55
11.27,1664.10
11.25,1637.59
11.27,1647.41
11.25,1810.04
11.25,1799.62
11.22,1925.71
11.27,1843.74
11.25,1709.97
11.25,1697.53
11.25,1675.15
11.25,1680.18
11.25,1629.13
11.25,1630.66
11.25,1708.92
11.25,1656.63
11.25,1682.75
11.25,1662.51
11.27,1699.35
11.27,1685.83
11.25,1698.55
11.25,1623.69
11.27,1635.64
11.25,1671.72
11.25,1676.07
11.25,1708.84
11.27,1626.53
11.25,1642.74
11.25,1660.84
11.25,1678.37
11.25,1701.84
11.25,1668.88
11.27,1678.07
11.25,1703.24
11.25,1673.15
11.25,1696.36
11.27,1654.44
11.25,1622.17
11.25,1679.80
11.27,1661.53
11.25,1712.69
11.27,1704.69
11.25,1632.56
11.25,1678.62
11.25,1664.60
11.25,1641.42
11.25,1700.32
11.15,1686.03
11.25,1822.98
11.22,1741.02
11.25,1754.02
11.22,1738.76
11.25,1758.94
11.25,1709.71
11.25,1675.26
11.22,1654.94
11.25,1618.48
11.25,1755.72
11.15,1902.23
11.25,1931.70
11.22,1849.01
11.25,1707.34
11.25,1983.90
11.25,1690.14
11.22,1812.15
11.22,1888.07
11.25,1786.14
11.17,1849.43
11.25,1680.26
11.25,1676.90
11.22,1642.10
11.22,1677.73
11.22,1672.46
11.25,1680.49
11.25,1628.67
11.25,1639.71
11.25,1702.30
11.25,1744.94
11.22,1784.46
11.20,1729.68
11.22,1724.76
11.25,1643.87
11.25,1627.08
11.22,1659.29
11.22,1704.09
11.22,1718.03
11.22,1745.32
11.22,1793.13
11.22,1747.16
11.22,1785.70
11.22,1862.30
11.25,1760.91
11.22,1865.22
11.22,1732.28
11.22,1751.62
11.22,1753.72
11.22,1770.16
11.25,1713.94
11.25,1702.97
11.20,1754.33
11.22,1701.91
11.25,1688.81
11.22,1789.89
11.22,1718.76
11.25,1721.79
11.25,1692.54
11.22,1726.16
11.22,1691.76
11.25,1650.46
11.22,1633.29
11.25,1753.43
11.22,1742.08
11.22,1764.13
11.25,1708.61
11.25,1707.24
11.22,1736.55
11.22,1780.65
11.25,1805.83
11.25,1704.14
11.22,1796.63
11.25,1808.94
11.20,1682.37
11.25,1712.16
11.22,1777.32
11.25,1691.00
11.25,1664.45
11.22,1655.39
11.25,1619.11
11.25,1602.27
11.25,1647.08
11.25,1619.38
11.25,1643.68
11.25,1642.53
11.22,1701.38
11.25,1611.59
11.25,1629.30
11.22,1653.84
11.25,1607.64
11.25,1614.02
11.22,1616.18
11.25,1628.59
11.25,1659.03
11.25,1654.92
11.25,1699.49
11.15,1630.99
11.22,1824.57
11.22,1830.37
11.25,1785.35
11.22,1721.40
11.25,1720.62
11.25,1762.21
11.25,1621.57
11.25,1602.05
11.22,1645.08
11.22,1769.01
11.22,1772.08
11.20,1721.42
11.22,1712.80
11.25,1648.11
11.25,1621.87
11.22,1653.90
11.22,1613.28
11.25,1622.88
11.25,1643.08
11.25,1663.54
11.22,1682.54
11.25,1678.99
11.22,1634.80
11.22,1637.21
11.22,1630.11
11.22,1616.38
11.25,1633.83
11.22,1657.59
11.22,1625.50
11.22,1661.14
11.22,1620.72
11.22,1642.31
11.25,1613.46
11.25,1620.59
11.22,1660.89
11.22,1655.21
11.22,1676.46
11.25,1673.00
11.25,1646.54
11.22,1629.75
11.22,1613.30
11.25,1624.57
11.25,1645.91
11.25,1725.43
11.25,1691.36
11.17,1677.23
11.25,1643.22
11.25,1639.90
11.25,1623.62
11.25,1661.62
11.25,1782.86
11.25,1879.85
11.25,1940.47
11.17,1973.53
11.22,1754.94
11.25,1660.94
11.17,1762.69
11.25,1714.05
11.17,1662.37
11.25,1816.10
11.25,1923.81
11.25,1801.82
11.25,1655.19
11.25,1613.48
11.25,1636.23
11.22,1612.82
11.22,1636.30
11.22,1645.13
11.25,1652.05
11.22,1654.29
11.25,1676.01
11.22,1628.43
11.22,1648.94
11.22,1628.96
11.25,1623.79
11.25,1605.75
11.22,1625.75
11.25,1609.53
11.25,1618.66
11.15,1717.68
11.22,1700.58
11.22,1739.92
11.22,1695.07
11.25,1648.95
11.20,1683.09
11.22,1632.60
11.22,1622.68
11.25,1647.45
11.25,1662.13
11.25,1644.96
11.22,1635.63
11.22,1641.26
11.22,1646.73
11.22,1623.35
11.22,1611.71
11.25,1608.62
11.25,1598.50
11.22,1650.42
11.22,1667.92
11.22,1673.31
11.25,1635.63
11.22,1605.28
11.22,1631.22
11.22,1609.58
11.22,1608.42
11.22,1641.16
11.22,1654.90
11.25,1668.31
11.25,1650.58
11.22,1639.20
11.22,1644.48
11.22,1603.51
11.22,1604.31
11.22,1615.24
11.25,1719.11
11.17,1860.25
11.22,1894.41
11.22,1810.49
11.20,1741.20
11.22,1744.18
11.22,1681.11
11.22,1732.17
11.22,1713.01
11.20,1884.24
11.12,1957.05
11.22,1774.80
11.25,1857.36
11.22,1794.78
11.20,1790.86
11.20,1790.10
11.22,1712.87
11.20,1755.90
11.20,1813.02
11.17,1830.79
11.22,1823.86
11.20,1816.24
11.20,1778.12
11.22,1877.28
11.22,1771.21
11.22,1754.06
11.20,1694.00
11.22,1709.49
11.20,1712.52
11.20,1713.09
11.22,1726.98
11.20,1732.93
11.22,1698.24
11.22,1713.28
11.20,1672.69
11.22,1715.26
11.22,1728.08
11.20,1694.10
11.22,1717.31
11.22,1722.46
11.22,1700.61
11.20,1709.45
11.20,1761.96
11.20,1728.44
11.20,1767.78
11.22,1684.47
11.22,1708.47
11.22,1762.90
11.22,1713.86
11.22,1756.48
11.20,1717.58
11.20,1735.37
11.22,1715.10
11.20,1706.25
11.20,1749.89
11.20,1696.00
11.22,1718.22
11.22,1730.44
11.22,1690.03
11.20,1778.88
11.22,1800.46
11.20,1957.96
11.12,1779.01
11.22,1824.41
11.22,1796.83
11.20,1791.00
11.22,1864.41
11.20,1898.74
11.20,1837.44
11.22,1883.90
11.20,1698.07
11.20,1729.37
11.20,1752.09
11.20,1728.79
11.22,1700.44
11.20,1703.34
11.22,1711.33
11.22,1721.46
11.20,1765.86
11.20,1707.81
11.20,1715.39
11.20,1697.28
11.22,1681.92
11.20,1710.58
11.20,1799.36
11.17,1801.47
11.17,1884.90
11.17,1844.34
11.20,1852.59
11.12,1718.01
11.20,1879.64
11.17,1804.81
11.20,1700.92
11.20,1812.95
11.22,1692.98
11.20,1733.85
11.20,1698.20
11.20,1735.80
11.20,1808.46
11.17,1713.41
11.20,1971.92
11.20,1708.52
11.20,1831.45
11.10,1940.64
11.20,1831.89
11.20,1769.13
11.20,1793.20
11.17,1935.19
11.22,1844.43
11.20,1820.58
11.17,1707.10
11.20,1726.71
11.17,1733.74
11.20,1863.98
11.20,2010.04
11.10,1728.75
11.22,1749.59
11.12,1793.79
11.20,1927.42
11.10,1945.89
11.20,1797.23
11.20,1864.05
11.20,2197.72
11.20,1811.82
11.17,1766.79
11.20,1910.37
11.17,1832.04
11.17,2228.95
11.05,2413.65
11.17,1917.82
11.17,1844.18
11.20,1798.78
11.22,1671.00
11.20,1855.84
11.15,2103.71
11.12,1821.33
11.20,1785.89
11.22,1803.99
11.22,1820.51
11.20,1880.17
11.22,1851.56
11.22,1813.47
11.20,1812.88
11.22,1829.39
11.22,1729.76
11.20,1758.18
11.22,1751.80
11.22,1697.57
11.22,1737.14
11.22,1679.46
11.22,1710.93
11.22,1726.23
11.20,1691.10
11.20,1695.76
11.20,1752.99
11.20,1720.46
11.20,1706.04
11.20,1711.94
11.20,1690.29
11.17,1756.78
11.20,1789.02
11.20,1865.55
11.22,1689.12
11.20,1717.15
11.20,1702.46
11.20,1694.24
11.20,1711.95
11.20,1669.96
11.17,1670.22
11.17,2003.86
11.20,1934.72
11.22,1723.67
11.20,1725.32
11.20,1897.19
11.22,1830.25
11.15,1912.80
11.20,2138.77
11.17,1747.86
11.20,1751.36
11.15,1868.47
11.20,1848.75
11.22,1952.75
11.22,1974.75
11.22,1775.77
11.17,1914.63
11.20,1959.61
11.17,1989.16
11.20,1779.84
11.20,1922.09
11.17,1886.64
11.12,2255.68
11.17,1814.70
11.22,1909.22
11.12,1907.81
11.20,1808.58
11.10,2218.25
11.20,1927.78
11.15,2002.94
11.17,1825.03
11.17,1789.03
11.20,1751.07
11.17,1889.90
11.12,1852.60
11.17,1968.77
11.15,1834.06
11.20,1701.32
11.17,1835.65
11.20,1766.32
11.20,1734.86
11.20,1858.13
11.20,1786.92
11.15,1939.49
11.20,1767.52
11.12,1922.17
11.20,1891.82
11.15,1763.49
11.20,1823.94
11.20,1757.49
11.10,1770.71
11.17,1912.39
11.20,1799.26
11.20,1713.90
11.20,1741.04
11.20,1718.30
11.22,1680.61
11.20,1681.76
11.20,1728.45
11.20,1753.26
11.20,1759.82
11.20,1682.86
11.20,1717.93
11.20,1903.25
11.15,1993.09
11.20,1935.23
11.15,1926.59
11.17,1812.97
11.20,1901.93
11.22,1782.66
11.20,1814.38
11.20,1814.66
11.20,1753.36
11.15,1851.94
11.20,1782.70
11.20,1683.88
11.20,1679.75
11.20,1674.22
11.20,1751.19
11.17,1785.73
11.17,1918.69
11.12,1937.85
11.20,1779.95
11.20,1962.18
11.17,1826.55
11.20,1710.75
11.20,1725.84
11.17,1942.70
11.17,1829.04
11.17,1903.10
11.20,1798.21
11.17,1730.85
11.17,1796.60
11.15,1784.63
11.20,1895.09
11.17,1809.25
11.17,1815.90
11.20,1782.70
11.17,1873.89
11.17,1808.25
11.17,1785.61
11.20,1689.20
11.20,1741.27
11.20,1726.27
11.17,1688.70
11.20,1765.64
11.20,1989.46
11.17,1843.87
11.17,1775.81
11.17,1829.07
11.17,1722.29
11.17,1759.20
11.20,1671.18
11.20,1688.85
11.20,1786.67
11.12,2140.39
11.17,1926.89
11.17,1724.04
11.15,1779.72
11.12,2254.54
11.12,1890.50
11.17,1855.57
11.17,1790.59
11.17,1991.07
11.17,1745.17
11.17,1723.62
11.20,1861.53
11.17,1875.99
11.20,1902.70
11.20,1818.33
11.20,1874.72
11.22,1909.79
11.20,1817.49
11.20,1810.08
11.20,1714.73
11.22,1700.24
11.17,1822.54
11.20,1849.97
11.17,1869.36
11.20,1689.82
11.20,1681.24
11.22,1739.74
11.20,1669.17
11.20,1669.16
11.17,1880.43
11.12,1798.79
11.20,1821.56
11.20,1812.00
11.20,1680.91
11.20,1803.79
11.20,1708.90
11.20,1728.43
11.20,1696.50
11.20,1683.51
11.20,1707.12
11.17,1679.15
11.17,1694.18
11.20,1707.64
11.17,1746.51
11.17,1702.30
11.17,1681.01
11.17,1726.41
11.17,1733.62
11.17,1686.02
11.20,1700.52
11.17,1677.45
11.17,1678.57
11.17,1708.57
11.17,1700.10
11.17,1687.25
11.17,1676.48
11.17,1672.19
11.17,1711.78
11.17,1685.06
11.20,1689.98
11.17,1701.02
11.17,1705.61
11.20,1701.06
11.17,1714.19
11.17,1709.20
11.17,1695.38
11.20,1676.07
11.20,1709.47
11.20,1672.49
11.15,1782.85
11.17,1721.07
11.17,1670.59
11.20,1701.19
11.17,1653.87
11.17,1705.09
11.20,1656.50
11.17,1651.86
11.17,1691.72
11.20,1682.52
11.17,1686.53
11.17,1649.61
11.17,1706.16
11.17,1670.02
11.20,1478.20
11.20,1475.19
11.20,1453.62
11.22,1447.42
11.20,1543.44
11.20,1539.24
11.20,1564.05
11.20,1546.60
11.20,1544.90
11.20,1603.69
11.20,1571.77
11.20,1533.81
11.20,1549.16
11.12,1598.29
11.20,1590.55
11.17,1657.01
11.22,1454.04
11.20,1674.33
11.22,1528.18
11.20,1525.81
11.20,1553.08
11.20,1595.04
11.15,1555.57
11.20,1705.32
11.15,1586.95
11.22,1503.79
11.20,1567.25
11.20,1614.72
11.20,1627.27
11.20,1697.19
11.22,1508.13
11.20,1533.22
11.20,1537.18
11.20,1529.99
11.20,1570.21
11.22,1558.90
11.20,1544.27
11.22,1552.62
11.20,1529.11
11.22,1496.05
11.20,1519.76
11.20,1509.10
11.20,1482.74
11.20,1516.58
11.22,1482.64
11.22,1488.15
11.20,1506.01
11.17,1710.58
11.20,1609.41
11.12,1674.60
11.20,1625.90
11.17,1514.84
11.20,1605.18
11.20,1518.90
11.22,1519.52
11.20,1585.55
11.20,1476.84
11.20,1549.99
11.20,1536.86
11.22,1475.22
11.22,1580.40
11.20,1564.50
11.20,1522.64
11.20,1571.50
11.20,1630.93
11.20,1517.60
11.20,1530.24
11.20,1544.17
11.20,1524.09
11.20,1517.88
11.20,1532.53
11.20,1476.89
11.20,1613.89
11.20,1522.09
11.20,1495.56
11.20,1466.51
11.20,1538.43
11.20,1503.38
11.20,1563.06
11.20,1574.78
11.20,1546.30
11.20,1543.61
11.20,1484.65
11.20,1510.41
11.20,1558.39
11.25,1508.96
11.22,1511.99
11.17,1538.66
11.20,1539.33
11.20,1528.94
11.20,1608.19
11.20,1489.35
11.20,1533.65
11.20,1543.34
11.20,1619.74
11.20,1607.73
11.20,1550.65
11.20,1488.56
11.20,1497.79
11.20,1528.96
11.20,1540.24
11.20,1542.89
11.20,1561.91
11.20,1563.44
11.20,1457.97
11.20,1552.94
11.20,1531.33
11.20,1542.07
11.20,1529.68
11.20,1538.39
11.20,1513.94
11.20,1528.21
11.20,1580.46
11.12,1576.61
11.20,1539.14
11.20,1507.36
11.20,1539.98
11.20,1535.24
11.20,1567.83
11.20,1550.78
11.20,1523.61
11.20,1517.63
11.20,1529.38
11.20,1521.68
11.20,1570.58
11.20,1480.75
11.20,1551.21
11.20,1530.54
11.20,1538.32
11.20,1527.23
11.20,1555.44
11.20,1553.51
11.20,1536.09
11.20,1503.63
11.20,1512.56
11.20,1508.17
11.17,1532.20
11.20,1524.14
11.20,1553.07
11.20,1541.32
11.20,1521.05
11.17,1544.98
11.20,1552.70
11.20,1560.94
11.20,1538.94
11.22,1502.04
11.20,1492.11
11.20,1521.42
11.20,1525.66
11.20,1533.10
11.20,1519.45
11.20,1541.41
11.20,1538.05
11.20,1523.63
11.17,1551.02
11.20,1490.63
11.20,1517.76
11.20,1548.04
11.20,1542.76
11.20,1538.32
11.20,1534.01
11.20,1549.63
11.17,1524.47
11.20,1563.32
11.17,1555.36
