Tensao,Corrente
11.20,1523.99
11.20,1480.98
11.20,1548.04
11.17,1568.65
11.20,1526.51
11.20,1557.94
11.20,1533.14
11.20,1531.01
11.17,1514.63
11.22,1453.23
11.20,1601.83
11.20,1581.91
11.20,1525.02
11.20,1478.70
11.20,1518.04
11.20,1664.92
11.15,1652.11
11.22,1598.47
11.10,1589.02
11.20,1615.03
11.17,1664.42
11.20,1704.55
11.20,1610.83
11.17,1675.92
11.20,1758.78
11.10,1799.14
11.17,1657.99
11.07,1702.58
11.17,1520.81
11.20,1543.82
11.20,1536.35
11.20,1541.49
11.20,1499.83
11.20,1500.04
11.15,1514.15
11.17,1602.17
11.15,1726.21
11.20,1595.17
11.20,1579.27
11.17,1575.66
11.17,1589.49
11.17,1672.32
11.20,1660.83
11.20,1666.76
11.17,1632.73
11.15,1626.44
11.20,1559.25
11.12,1693.50
11.20,1559.22
11.20,1639.25
11.12,1650.80
11.20,1618.38
11.10,1622.97
11.20,1585.36
11.12,1586.79
11.10,2244.87
11.17,1833.35
11.12,1791.16
11.17,1527.15
11.17,1525.17
11.20,1653.18
11.15,1866.12
11.20,1595.77
11.17,1496.59
11.20,1528.32
11.17,1528.81
11.17,1514.28
11.17,1530.52
11.17,1504.51
11.20,1531.88
11.17,1556.34
11.17,1524.11
11.20,1532.49
11.17,1527.49
11.20,1531.07
11.20,1556.10
11.22,1615.34
11.20,1532.77
11.17,1541.67
11.20,1499.03
11.17,1477.04
11.17,1560.53
11.20,1520.21
11.20,1614.87
11.20,1575.85
11.17,1508.76
11.17,1526.28
11.17,1544.92
11.17,1545.73
11.20,1545.73
11.17,1544.70
11.20,1506.87
11.20,1513.63
11.20,1588.44
11.12,1689.82
11.17,1632.54
11.17,1531.27
11.17,1491.20
11.20,1546.89
11.17,1501.97
11.20,1738.56
11.20,1631.17
11.17,1722.73
11.10,1721.40
11.20,1576.56
11.17,1552.14
11.17,1569.64
11.20,1537.03
11.17,1532.08
11.20,1517.11
11.17,1540.70
11.20,1545.24
11.17,1544.06
11.20,1567.61
11.17,1549.73
11.17,1540.20
11.20,1644.50
11.20,1519.86
11.12,1636.29
11.17,1713.39
11.20,1651.42
11.17,1689.69
11.20,1542.80
11.17,1551.44
11.17,1551.27
11.17,1577.12
11.17,1558.12
11.20,1485.84
11.17,1510.51
11.20,1523.89
11.17,1544.90
11.20,1536.62
11.15,1745.70
11.20,1650.58
11.17,1693.77
11.20,1572.14
11.17,1621.02
11.15,1710.85
11.17,1586.00
11.17,1525.13
11.20,1542.89
11.07,1736.38
11.20,1613.75
11.20,1628.29
11.17,1672.68
11.17,1726.60
11.15,1563.64
11.20,1571.73
11.17,1556.33
11.17,1544.81
11.05,1613.39
11.17,1698.68
11.12,1712.56
11.20,1527.68
11.17,1796.29
11.20,1744.55
11.17,1641.54
11.15,1608.07
11.17,1576.58
11.10,1693.75
11.17,1753.39
11.10,1762.17
11.17,1916.17
11.15,1735.75
11.17,1758.73
11.17,1715.48
11.17,1678.03
11.17,1612.60
11.20,1584.61
11.17,1592.10
11.20,1557.51
11.20,1512.89
11.20,1547.04
11.15,1624.79
11.17,1583.81
11.17,1588.25
11.17,1558.87
11.15,1708.81
11.17,1570.52
11.20,1541.95
11.20,1574.53
11.17,1529.89
11.17,1551.16
11.17,1518.39
11.17,1523.16
11.17,1570.64
11.12,1579.30
11.17,1586.72
11.17,1519.31
11.17,1548.82
11.17,1582.83
11.20,1568.43
11.20,1529.57
11.17,1564.81
11.15,1572.34
11.17,1890.44
11.17,1657.55
11.17,1646.03
11.10,1593.89
11.12,2084.86
11.15,1670.87
11.17,1587.78
11.17,1526.91
11.17,1536.60
11.20,1683.12
11.17,1684.29
11.20,1517.69
11.15,1589.85
11.17,1663.19
11.02,1834.86
11.17,1769.96
11.17,1545.18
11.20,1616.84
11.17,1566.70
11.17,1525.53
11.17,1714.31
11.10,1769.61
11.17,1641.43
11.05,1674.85
11.20,1610.27
11.17,1753.01
11.17,1844.60
11.15,1738.80
11.17,1527.77
11.17,1502.92
11.17,1545.53
11.17,1632.58
11.12,1674.59
11.17,1688.80
11.12,1654.62
11.17,1602.01
11.17,1690.19
11.17,1558.52
11.17,1474.08
11.15,1535.65
11.17,1581.65
11.07,1606.76
11.15,1804.14
11.15,1651.09
11.12,1576.95
11.17,1651.91
11.12,1564.68
11.17,1643.55
11.12,1663.33
11.17,1685.02
11.15,1717.69
11.17,1615.02
11.17,1605.71
11.15,1575.90
11.15,1704.30
11.05,1631.99
11.17,1582.79
11.17,1694.79
11.15,1585.84
11.17,1534.66
11.17,1512.30
11.20,1538.01
11.15,1650.14
11.17,1654.67
11.17,1539.10
11.17,1569.67
11.10,1555.63
11.20,1509.07
11.17,1558.14
11.17,1573.75
11.17,1661.72
11.12,1700.54
11.15,1819.18
11.12,1680.97
11.17,1661.21
11.17,1556.58
11.17,1552.98
11.17,1544.99
11.15,1683.48
11.17,1594.89
11.17,1548.19
11.15,1572.15
11.15,1547.84
11.17,1609.65
11.15,1589.67
11.15,1713.21
11.15,1688.40
11.10,1592.42
11.15,1772.79
11.10,1696.53
11.17,1637.99
11.17,1610.23
11.17,1531.59
11.17,1537.01
11.17,1568.16
11.15,1620.26
11.12,1633.51
11.17,1562.35
11.17,1690.57
11.17,1558.61
11.20,1543.29
11.20,1537.06
11.20,1655.82
11.17,1654.18
11.20,1602.70
11.20,1473.97
11.17,1636.58
11.17,1599.05
11.20,1642.39
11.10,1622.53
11.20,1593.41
11.17,1605.65
11.20,1599.57
11.17,1870.74
11.20,1846.59
11.17,1570.67
11.15,1548.03
11.20,1544.82
11.17,1510.25
11.17,1539.01
11.17,1547.46
11.17,1696.90
11.17,1684.42
11.17,1574.95
11.17,1561.29
11.17,1566.10
11.17,1540.44
11.17,1536.64
11.17,1635.57
11.17,1520.95
11.17,1616.67
11.17,1671.18
11.15,1759.88
11.17,1709.52
11.17,1595.19
11.10,1637.19
11.15,1609.09
11.12,1560.83
11.17,1622.75
11.15,1553.75
11.17,1551.10
11.12,1747.02
11.17,1635.51
11.15,1589.82
11.15,1664.41
11.15,1707.71
11.07,1659.18
11.15,1762.87
11.15,1619.78
11.15,1748.49
11.15,1817.65
11.17,1605.33
11.17,1578.59
11.17,1541.44
11.15,1658.56
11.20,1526.59
11.17,1503.48
11.17,1544.48
11.15,1568.00
11.15,1558.07
11.05,1810.11
11.17,1653.50
11.12,1638.05
11.15,1545.50
11.15,1649.09
11.15,1642.13
11.15,1508.92
11.17,1505.81
11.17,1591.11
11.07,1685.71
11.15,1635.14
11.17,1519.90
11.17,1473.64
11.15,1625.13
11.20,1508.04
11.17,1550.69
11.17,1498.49
11.15,1526.64
11.17,1495.30
11.15,1533.03
11.17,1510.15
11.17,1539.04
11.17,1533.81
11.15,1521.04
11.17,1521.43
11.17,1536.82
11.15,1819.70
11.12,1643.25
11.17,1594.67
11.07,1764.65
11.17,1716.73
11.15,1660.14
11.12,1858.11
11.15,1690.93
11.07,1574.58
11.15,1538.63
11.15,1496.62
11.17,1633.29
11.17,1733.53
11.12,1641.01
11.17,1545.42
11.17,1494.89
11.17,1549.34
11.12,1584.91
11.17,1623.28
11.12,1684.68
11.12,1723.84
11.15,1689.79
11.15,1809.76
11.15,1804.89
11.15,1687.28
11.15,1711.31
11.17,1687.93
11.12,1670.82
11.15,1658.89
11.12,1644.17
11.15,1659.39
11.12,1726.70
11.15,1800.44
11.12,1747.00
11.15,1712.61
11.15,1674.18
11.15,1751.73
11.07,1742.81
11.15,1707.72
11.15,1698.02
11.12,1708.03
11.12,1649.40
11.12,1704.75
11.15,1683.90
11.12,1709.19
11.12,1725.46
11.12,1683.11
11.15,1703.55
11.12,1649.52
11.15,1667.88
11.15,1674.68
11.15,1648.47
11.12,1693.62
11.12,1664.81
11.12,1687.06
11.12,1699.38
11.15,1647.82
11.12,1682.95
11.12,1677.46
11.12,1789.31
11.12,1758.97
11.12,1692.62
11.12,1758.71
11.07,1927.58
11.12,1869.09
11.05,1866.36
11.12,1658.31
11.15,1648.51
11.15,1685.09
11.15,1694.15
11.12,1660.06
11.12,1692.42
11.12,1687.66
11.12,1674.74
11.12,1671.92
11.15,1668.15
11.12,1788.16
11.15,1680.33
11.15,1649.68
11.15,1662.52
11.15,1665.62
11.15,1680.58
11.15,1638.57
11.17,1661.61
11.15,1658.89
11.17,1653.16
11.15,1729.26
11.15,1683.00
11.15,1678.13
11.15,1669.77
11.15,1660.00
11.15,1650.19
11.15,1694.10
11.15,1650.80
11.15,1707.13
11.15,1658.11
11.15,1686.24
11.12,1672.93
11.15,1713.11
11.12,1682.10
11.12,1698.47
11.12,1681.48
11.15,1667.61
11.12,1747.15
11.12,1695.37
11.12,1662.98
11.12,1673.28
11.12,1737.67
11.12,1653.92
11.12,1647.85
11.15,1652.65
11.12,1679.43
11.15,1680.92
11.15,1670.17
11.12,1687.93
11.15,1666.30
11.12,1695.60
11.12,1703.57
11.12,1667.82
11.15,1695.17
11.12,1660.47
11.12,1663.67
11.12,1676.08
11.12,1662.33
11.15,1696.16
11.12,1691.45
11.15,1705.19
11.12,1699.64
11.12,1664.18
11.15,1669.91
11.12,1667.11
11.12,1656.78
11.12,1816.59
11.12,1665.80
11.15,1685.12
11.12,1671.17
11.12,1654.31
11.12,1670.08
11.12,1648.42
11.12,1659.27
11.12,1707.75
11.12,1711.01
11.15,1679.96
11.12,1685.92
11.12,1695.61
11.12,1680.59
11.12,1647.35
11.12,1650.50
11.12,1723.43
11.12,1687.13
11.15,1671.69
11.15,1821.61
11.12,1651.29
11.12,1620.32
11.05,1769.40
11.12,1791.19
11.05,1876.25
11.12,1812.86
11.12,1772.29
11.12,1652.65
11.12,1722.81
11.20,1187.51
11.20,1241.64
11.20,1188.84
11.22,1262.00
11.20,1237.90
11.17,1389.17
11.17,1350.16
11.15,1420.51
11.17,1388.67
11.17,1424.49
11.17,1437.85
11.17,1391.99
11.15,1430.48
11.15,1521.68
11.15,1558.48
11.15,1585.71
11.17,1523.64
11.15,1657.45
11.10,1877.93
11.10,1866.90
11.10,1883.92
11.10,2035.46
11.05,2147.26
11.07,1993.87
11.07,1921.35
10.98,2625.18
11.02,2418.04
11.00,2408.10
11.00,2479.65
11.02,2355.59
11.02,2390.38
11.02,2359.90
11.02,2377.81
11.00,2438.38
11.00,2520.35
11.00,2414.26
11.00,2545.30
11.02,2406.83
11.00,2403.73
11.02,2381.43
11.02,2500.00
11.02,2451.06
11.00,2500.63
10.98,2411.98
11.02,2414.46
11.05,2125.14
11.05,2133.04
11.02,2194.44
11.02,2239.47
11.02,2269.77
11.05,2151.29
11.05,2148.23
11.05,2107.96
11.05,2175.41
11.05,2406.92
11.05,2279.44
11.05,2232.44
11.02,2143.53
11.05,2103.08
11.05,2140.62
11.05,2109.77
11.05,2097.86
11.02,2152.29
11.02,2099.36
11.05,2108.99
11.05,2191.17
11.05,2263.04
11.07,2183.95
11.05,2266.97
11.05,2146.70
11.05,2090.50
11.05,2095.63
11.05,2130.39
11.05,2125.70
11.05,2153.46
11.05,2110.15
11.05,2131.68
11.05,2093.48
11.05,2118.31
11.07,2186.51
11.05,2183.72
11.02,2129.18
11.05,2088.75
11.05,2114.40
11.05,2100.28
11.05,2090.78
11.05,2233.18
11.05,2130.86
11.05,2121.06
11.05,2136.86
11.05,2094.58
11.05,2093.39
11.07,1973.33
11.07,1942.81
11.07,1896.46
11.10,1819.25
11.10,1784.30
11.07,1792.75
11.07,1804.49
11.10,1792.48
11.10,1811.92
11.07,1791.49
11.10,1779.02
11.10,1829.50
11.10,1813.12
11.10,1787.60
11.10,1793.77
11.10,1802.81
11.07,1783.06
11.10,1807.05
11.10,1797.42
11.07,1771.96
11.10,1779.94
11.10,1761.47
11.07,1742.58
11.10,1822.41
11.10,1807.15
11.12,1716.31
11.12,1674.95
11.12,1505.48
11.12,1504.97
11.12,1734.95
11.12,1530.22
11.07,1663.40
11.15,1446.02
11.17,1199.62
11.17,1245.45
11.17,1360.84
11.17,1443.72
11.20,1210.27
11.17,1334.47
11.17,1338.79
11.15,1350.74
11.20,1256.89
11.10,1243.70
11.20,1351.12
11.20,1315.27
11.20,1235.50
11.17,1208.48
11.20,1230.95
11.20,1270.15
11.17,1321.26
11.17,1313.75
11.17,1565.63
11.17,1348.67
11.17,1365.66
11.15,1269.10
11.20,1205.29
11.20,1271.84
11.17,1280.03
11.17,1297.54
11.20,1264.36
11.20,1213.65
11.17,1284.45
11.20,1321.51
11.17,1485.45
11.17,1271.45
11.20,1210.99
11.20,1252.09
11.20,1166.04
11.17,1209.70
11.20,1229.59
11.17,1194.70
11.20,1111.98
11.20,1241.93
11.20,1385.21
11.20,1258.96
11.20,1190.97
11.20,1192.16
11.22,1069.50
11.22,1007.37
11.20,1128.80
11.22,1130.45
11.22,1080.80
11.17,1055.44
11.22,1115.92
11.02,1485.04
11.22,1186.35
11.22,1098.20
11.25,1015.10
11.25,863.58
11.20,924.46
11.27,880.77
11.27,841.18
11.25,1004.61
11.25,946.67
11.27,899.61
11.25,904.61
11.27,1142.63
11.20,1257.99
11.27,933.90
11.25,840.51
11.27,833.06
11.27,861.03
11.25,893.34
11.27,822.16
11.27,910.30
11.27,987.44
11.25,917.46
11.25,857.19
11.25,867.84
11.27,817.78
11.27,744.01
11.22,819.15
11.27,849.43
11.25,1030.82
11.27,835.20
11.27,846.51
11.27,813.11
11.30,897.50
11.12,1147.72
11.27,1149.40
11.27,736.08
11.25,778.26
11.27,754.57
11.20,736.13
11.32,496.79
11.35,503.81
11.35,545.12
11.35,471.40
11.35,435.25
11.35,509.79
11.32,569.00
11.35,807.80
11.27,540.24
11.35,507.69
11.35,473.19
11.35,456.21
11.37,398.82
11.37,378.92
11.39,336.85
11.37,321.05
11.39,251.95
11.39,234.77
11.39,288.36
11.30,412.86
11.44,215.65
11.44,121.72
11.44,96.32
11.49,26.68
11.42,50.67
11.44,222.34
11.32,292.77
11.47,96.67
11.47,46.83
11.47,146.78
11.47,166.94
11.47,205.48
11.49,68.92
11.47,54.47
11.47,52.93
11.42,151.36
11.47,71.49
11.47,119.52
11.47,56.95
11.47,128.58
11.49,164.34
11.49,112.27
11.49,45.45
11.49,47.10
11.44,61.09
11.47,271.44
11.47,170.13
11.47,47.28
11.47,151.35
11.49,138.99
11.47,215.38
11.47,87.94
11.49,51.35
11.47,118.98
11.49,63.23
11.49,35.59
11.49,35.57
11.49,34.90
11.49,33.97
11.49,36.21
11.49,37.13
11.49,34.92
11.49,34.52
11.49,34.28
11.49,34.37
11.49,37.35
11.49,34.90
11.49,33.82
11.49,34.95
11.49,34.86
11.49,34.08
11.52,36.70
11.49,34.56
11.49,34.52
11.49,34.44
11.49,34.92
11.49,33.46
11.49,38.33
11.52,33.66
11.52,33.88
11.49,34.54
11.49,33.83
11.49,38.02
11.52,37.47
11.52,33.90
11.52,34.03
11.52,34.25
11.52,33.61
11.52,37.24
11.52,35.76
11.52,33.96
11.52,33.68
11.52,34.95
11.52,34.39
11.52,37.29
11.52,35.10
11.52,33.65
11.52,33.86
11.52,34.28
11.52,33.86
11.52,38.55
11.52,34.98
11.52,34.10
11.52,34.41
11.52,33.88
11.52,36.25
11.52,38.16
11.52,34.43
11.52,34.22
11.52,34.70
11.52,33.64
11.52,37.18
11.52,36.02
11.52,33.91
11.52,34.52
11.52,34.91
11.52,33.64
11.52,37.15
11.52,35.40
11.52,34.95
11.52,34.84
11.52,33.88
11.52,34.50
11.52,37.12
11.52,33.55
11.52,35.09
11.52,34.28
11.54,34.72
11.52,38.13
11.54,36.22
11.52,34.07
11.52,34.28
11.52,33.83
11.54,34.86
11.52,38.02
11.52,35.75
11.52,34.45
11.52,33.74
11.54,-0.33
11.54,-0.32
11.54,-0.30
11.54,-0.32
11.54,-0.33
11.54,-0.30
11.54,-0.35
11.54,-0.36
11.54,-0.33
11.54,-0.29
11.54,-0.29
11.54,-0.32
11.54,-0.31
11.54,-0.32
11.57,-0.33
11.54,-0.31
11.54,-0.35
11.54,-0.29
11.57,-0.31
11.54,-0.34
11.54,-0.23
11.54,-0.34
11.54,-0.35
11.54,-0.33
11.54,-0.34
11.54,-0.33
11.54,-0.36
11.54,-0.34
11.54,-0.29
11.54,-0.33
11.54,-0.35
